# R = 8
# J = 1
# Q2 = 3
# Q4 = 0
# T = 8
# pdel = 0.5
# rho	rho_sq	N1_tau	N1_tau_sq	N2_tau	N2_tau_sq
0.54	0.2916	0.56	0.3136	0	0	
0.97	0.9409	0.7	0.49	-0.005	2.5e-05	
1	1	0.79	0.6241	0.095	0.009025	
0.99	0.9801	0.825	0.680625	0.18	0.0324	
1	1	0.855	0.731025	0.21	0.0441	
1	1	0.87	0.7569	0.23	0.0529	
1	1	0.885	0.783225	0.22	0.0484	
